date,usd,eur,gbp,jpy
2013-08-27,0.380000,0.272056,0.463082,0.111000
2013-08-28,0.400000,0.275935,0.501469,0.111000
2013-08-29,0.390000,0.268217,0.468728,0.114000
2013-08-30,0.390000,0.272782,0.474645,0.115000
2013-09-02,,0.290619,0.506582,0.116000
2013-09-03,0.430000,0.289409,0.533284,0.116000
2013-09-04,0.460000,0.299443,0.536060,0.116000
2013-09-05,0.520000,0.353379,0.622906,0.117000
2013-09-06,0.460000,0.297392,0.573342,0.117000
2013-09-09,0.450000,0.299617,0.586667,0.118000
2013-09-10,0.500000,0.327257,0.603422,0.118000
2013-09-11,0.470000,0.301632,0.585597,0.119000
2013-09-12,0.450000,0.273656,0.559317,0.119000
2013-09-13,0.450000,0.279074,0.548382,0.119000
2013-09-16,0.410000,0.263961,0.551529,
2013-09-17,0.390000,0.273666,0.579887,0.115000
2013-09-18,0.340000,0.287926,0.631352,0.115000
2013-09-19,0.340000,0.241158,0.566088,0.110000
2013-09-20,0.340000,0.256919,0.571264,0.100000
2013-09-23,0.350000,0.235154,0.558218,
2013-09-24,0.350000,0.221960,0.500209,0.096000
2013-09-25,0.360000,0.235483,0.500819,0.101000
2013-09-26,0.340000,0.234667,0.514560,0.101000
2013-09-27,0.340000,0.210492,0.499739,0.100000
2013-09-30,0.330000,0.219326,0.509581,0.107000
2013-10-01,0.330000,0.213259,0.508985,0.108000
2013-10-02,0.310000,0.212366,0.489398,0.100000
2013-10-03,0.330000,0.216151,0.488545,0.097000
2013-10-04,0.330000,0.218939,0.523778,0.097000
2013-10-07,0.370000,0.203073,0.501841,0.096000
2013-10-08,0.400000,0.222745,0.502019,0.096000
2013-10-09,0.370000,0.221655,0.489958,0.096000
2013-10-10,0.350000,0.231038,0.497535,0.091000
2013-10-11,0.350000,0.222045,0.502282,0.091000
2013-10-14,,0.221324,0.519116,
2013-10-15,0.370000,0.229132,0.565163,0.095000
2013-10-16,0.340000,0.262314,0.573761,0.095000
2013-10-17,0.330000,0.228611,0.545764,0.100000
2013-10-18,0.330000,0.208790,0.537218,0.100000
2013-10-21,0.330000,0.214733,0.557330,0.100000
2013-10-22,0.310000,0.193656,0.491267,0.101000
2013-10-23,0.310000,0.187832,0.476890,0.101000
2013-10-24,0.330000,0.195527,0.512909,0.101000
2013-10-25,0.320000,0.212380,0.504401,0.102000
2013-10-28,0.320000,0.210344,0.512904,0.102000
2013-10-29,0.310000,0.209935,0.488461,0.098000
2013-10-30,0.330000,0.185683,0.462809,0.097000
2013-10-31,0.310000,0.148713,0.493530,0.097000
2013-11-01,0.330000,0.138803,0.497178,0.097000
2013-11-04,0.320000,0.135865,0.482212,
2013-11-05,0.320000,0.177407,0.544238,0.096000
2013-11-06,0.300000,0.174926,0.531030,0.096000
2013-11-07,0.290000,0.113643,0.480436,0.091000
2013-11-08,0.320000,0.142644,0.548751,0.091000
2013-11-11,,0.140482,0.566806,0.090000
2013-11-12,0.340000,0.131723,0.540540,0.090000
2013-11-13,0.320000,0.112349,0.544704,0.090000
2013-11-14,0.290000,0.118088,0.523965,0.095000
2013-11-15,0.310000,0.126248,0.497299,0.095000
2013-11-18,0.310000,0.121914,0.502150,0.095000
2013-11-19,0.290000,0.128545,0.527792,0.095000
2013-11-20,0.280000,0.133558,0.521066,0.095000
2013-11-21,0.290000,0.136985,0.535237,0.095000
2013-11-22,0.310000,0.151501,0.523283,0.095000
2013-11-25,0.300000,0.147329,0.514447,0.095000
2013-11-26,0.290000,0.140899,0.511331,0.095000
2013-11-27,0.280000,0.144953,0.531209,0.096000
2013-11-28,,0.141385,0.519958,0.088000
2013-11-29,0.280000,0.142508,0.539945,0.083000
2013-12-02,0.300000,0.151711,0.585765,0.082000
2013-12-03,0.280000,0.150285,0.570130,0.082000
2013-12-04,0.300000,0.171137,0.596426,0.082000
2013-12-05,0.300000,0.212522,0.594726,0.082000
2013-12-06,0.300000,0.225674,0.596785,0.086000
2013-12-09,0.300000,0.226172,0.603604,0.086000
2013-12-10,0.300000,0.226638,0.577173,0.086000
2013-12-11,0.310000,0.240045,0.567652,0.091000
2013-12-12,0.340000,0.260461,0.591051,0.090000
2013-12-13,0.340000,0.261791,0.580040,0.095000
2013-12-16,0.340000,0.260243,0.568351,0.095000
2013-12-17,0.340000,0.250482,0.553816,0.095000
2013-12-18,0.320000,0.253163,0.585820,0.100000
2013-12-19,0.350000,0.257427,0.650129,0.100000
2013-12-20,0.370000,0.260137,0.653013,0.100000
2013-12-23,0.380000,0.251954,0.690006,
2013-12-24,0.380000,0.250463,0.709999,0.100000
2013-12-25,,,,0.098000
2013-12-26,0.420000,,,0.098000
2013-12-27,0.400000,0.272001,0.774875,0.098000
2013-12-30,0.390000,0.254055,0.712970,0.098000
2013-12-31,0.380000,0.248269,0.716432,
2014-01-02,0.390000,0.254174,0.679913,
2014-01-03,0.410000,0.249343,0.684236,
2014-01-06,0.400000,0.240272,0.651128,0.091000
2014-01-07,0.400000,0.243615,0.663245,0.091000
2014-01-08,0.430000,0.246106,0.715277,0.091000
2014-01-09,0.440000,0.247341,0.719493,0.091000
2014-01-10,0.390000,0.221477,0.670221,0.091000
2014-01-13,0.390000,0.215049,0.628476,
2014-01-14,0.390000,0.228249,0.650318,0.090000
2014-01-15,0.410000,0.246570,0.671414,0.090000
2014-01-16,0.410000,0.222083,0.641624,0.090000
2014-01-17,0.400000,0.206121,0.667584,0.090000
2014-01-20,,0.200364,0.679555,0.091000
2014-01-21,0.400000,0.198356,0.689824,0.091000
2014-01-22,0.440000,0.207899,0.741895,0.091000
2014-01-23,0.390000,0.198719,0.699379,0.091000
2014-01-24,0.370000,0.173098,0.679383,0.091000
2014-01-27,0.370000,0.183462,0.694973,0.091000
2014-01-28,0.380000,0.178950,0.708466,0.091000
2014-01-29,0.360000,0.164354,0.654171,0.091000
2014-01-30,0.360000,0.140302,0.662442,0.088000
2014-01-31,0.340000,0.107592,0.640013,0.085000
2014-02-03,0.300000,0.105917,0.620179,0.082000
2014-02-04,0.310000,0.107611,0.617082,0.082000
2014-02-05,0.320000,0.109682,0.611056,0.082000
2014-02-06,0.330000,0.154277,0.636496,0.081000
2014-02-07,0.300000,0.123867,0.607196,0.076000
2014-02-10,0.320000,0.134046,0.609035,0.071000
2014-02-11,0.350000,0.136009,0.630069,
2014-02-12,0.350000,0.129622,0.712945,0.070000
2014-02-13,0.320000,0.115659,0.680122,0.070000
2014-02-14,0.320000,0.127532,0.691061,0.075000
2014-02-17,,0.127328,0.666553,0.070000
2014-02-18,0.310000,0.129516,0.646045,0.075000
2014-02-19,0.330000,0.120413,0.631103,0.085000
2014-02-20,0.340000,0.133046,0.680349,0.080000
2014-02-21,0.330000,0.129058,0.659993,0.080000
2014-02-24,0.350000,0.141235,0.653542,0.080000
2014-02-25,0.340000,0.138631,0.665110,0.080000
2014-02-26,0.330000,0.115010,0.669530,0.080000
2014-02-27,0.330000,0.096127,0.650181,0.073000
2014-02-28,0.330000,0.155475,0.656190,0.073000
2014-03-03,0.320000,0.133566,0.635673,0.072000
2014-03-04,0.330000,0.123731,0.650946,0.072000
2014-03-05,0.330000,0.131904,0.652344,0.072000
2014-03-06,0.370000,0.173947,0.663173,0.072000
2014-03-07,0.380000,0.191434,0.659300,0.072000
2014-03-10,0.370000,0.178105,0.673249,0.071000
2014-03-11,0.370000,0.179735,0.670028,0.071000
2014-03-12,0.370000,0.166208,0.667945,0.076000
2014-03-13,0.340000,0.160522,0.635180,0.081000
2014-03-14,0.360000,0.149373,0.641480,0.080000
2014-03-17,0.380000,0.161811,0.658315,0.080000
2014-03-18,0.360000,0.167860,0.663792,0.080000
2014-03-19,0.470000,0.179266,0.667120,0.075000
2014-03-20,0.450000,0.223713,0.702405,0.075000
2014-03-21,0.450000,0.220785,0.702943,
2014-03-24,0.470000,0.203246,0.686723,0.074000
2014-03-25,0.470000,0.181803,0.708218,0.074000
2014-03-26,0.450000,0.163028,0.709615,0.079000
2014-03-27,0.450000,0.141661,0.713238,0.080000
2014-03-28,0.450000,0.151869,0.759006,0.088000
2014-03-31,0.440000,0.171793,0.760141,0.087000
2014-04-01,0.440000,0.177313,0.747312,0.082000
2014-04-02,0.470000,0.189822,0.761616,0.082000
2014-04-03,0.460000,0.189277,0.741958,0.082000
2014-04-04,0.430000,0.168469,0.708116,0.082000
2014-04-07,0.410000,0.157548,0.699021,0.081000
2014-04-08,0.400000,0.171586,0.719241,0.081000
2014-04-09,0.370000,0.187303,0.719006,0.081000
2014-04-10,0.370000,0.168546,0.675117,0.081000
2014-04-11,0.370000,0.159443,0.688482,0.081000
2014-04-14,0.370000,0.159922,0.705733,0.090000
2014-04-15,0.390000,0.153517,0.687189,0.090000
2014-04-16,0.390000,0.146490,0.726132,0.090000
2014-04-17,0.430000,0.165316,0.770760,0.090000
2014-04-18,,,,0.090000
2014-04-21,0.420000,,,0.090000
2014-04-22,0.450000,0.184691,0.811176,0.090000
2014-04-23,0.430000,0.192494,0.764263,0.090000
2014-04-24,0.430000,0.189640,0.785792,0.089000
2014-04-25,0.430000,0.183552,0.756997,0.088000
2014-04-28,0.440000,0.195391,0.769985,0.088000
2014-04-29,0.440000,0.173922,0.777875,
2014-04-30,0.420000,0.157599,0.769145,0.088000
2014-05-01,0.410000,,0.757030,0.085000
2014-05-02,0.420000,0.147533,0.775538,0.085000
2014-05-05,0.430000,0.138618,,
2014-05-06,0.430000,0.155779,0.830081,
2014-05-07,0.410000,0.166729,0.831013,0.085000
2014-05-08,0.400000,0.136893,0.802421,0.085000
2014-05-09,0.400000,0.126100,0.828724,0.081000
2014-05-12,0.410000,0.134419,0.868346,0.081000
2014-05-13,0.390000,0.107522,0.830231,0.080000
2014-05-14,0.390000,0.086707,0.762779,0.085000
2014-05-15,0.380000,0.066352,0.737528,0.085000
2014-05-16,0.380000,0.082826,0.778003,0.085000
2014-05-19,0.360000,0.079055,0.783251,0.085000
2014-05-20,0.350000,0.078663,0.795214,0.085000
2014-05-21,0.370000,0.088055,0.822858,0.085000
2014-05-22,0.370000,0.072108,0.821122,0.085000
2014-05-23,0.370000,0.068305,0.799537,0.085000
2014-05-26,,0.060442,,0.085000
2014-05-27,0.390000,0.052042,0.804149,0.085000
2014-05-28,0.370000,0.044545,0.753389,0.091000
2014-05-29,0.370000,0.050831,0.758069,0.088000
2014-05-30,0.370000,0.063835,0.778989,0.088000
2014-06-02,0.390000,0.050911,0.802575,0.087000
2014-06-03,0.410000,0.068427,0.821099,0.087000
2014-06-04,0.410000,0.056961,0.839157,0.087000
2014-06-05,0.400000,0.048714,0.806279,0.087000
2014-06-06,0.410000,0.020977,0.811442,0.086000
2014-06-09,0.430000,0.035088,0.840179,0.086000
2014-06-10,0.450000,0.042804,0.868009,0.086000
2014-06-11,0.440000,0.029975,0.857202,0.081000
2014-06-12,0.420000,0.016953,0.870255,0.081000
2014-06-13,0.450000,0.012736,0.996179,0.081000
2014-06-16,0.490000,0.009698,1.030420,0.085000
2014-06-17,0.510000,0.022820,1.048563,0.085000
2014-06-18,0.480000,0.019830,1.008511,0.085000
2014-06-19,0.480000,0.007592,1.021850,0.085000
2014-06-20,0.500000,0.022879,1.039576,0.085000
2014-06-23,0.480000,0.010869,1.017487,0.084000
2014-06-24,0.490000,0.015237,1.017206,0.084000
2014-06-25,0.480000,0.003793,0.970246,0.084000
2014-06-26,0.460000,0.002194,0.977934,0.083000
2014-06-27,0.450000,0.015370,0.988043,0.075000
2014-06-30,0.470000,0.016415,1.016349,0.073000
2014-07-01,0.470000,0.001247,1.047942,0.067000
2014-07-02,0.490000,0.009685,1.083303,0.072000
2014-07-03,0.520000,0.002060,1.064231,0.072000
2014-07-04,,-0.007486,1.074923,0.072000
2014-07-07,0.520000,-0.003656,1.063585,0.071000
2014-07-08,0.510000,-0.010569,1.020313,0.065000
2014-07-09,0.510000,-0.006837,1.049996,0.061000
2014-07-10,0.460000,-0.012003,1.037005,0.061000
2014-07-11,0.480000,-0.010315,1.010229,0.061000
2014-07-14,0.480000,-0.003772,1.005810,0.060000
2014-07-15,0.490000,-0.012801,1.060201,0.065000
2014-07-16,0.500000,-0.007412,1.058081,0.065000
2014-07-17,0.470000,-0.010853,1.012066,0.065000
2014-07-18,0.510000,-0.005661,1.028582,0.065000
2014-07-21,0.510000,-0.003872,1.012141,
2014-07-22,0.490000,0.002498,1.033943,0.070000
2014-07-23,0.500000,-0.002231,1.013922,0.070000
2014-07-24,0.530000,0.002726,1.049862,0.070000
2014-07-25,0.530000,-0.006120,1.029552,0.070000
2014-07-28,0.540000,-0.001971,1.043382,0.075000
2014-07-29,0.540000,-0.004738,1.030687,0.068000
2014-07-30,0.560000,0.002331,1.059261,0.068000
2014-07-31,0.530000,0.005639,1.043340,0.067000
2014-08-01,0.470000,-0.005864,1.005964,0.067000
2014-08-04,0.470000,-0.005165,1.001080,0.067000
2014-08-05,0.470000,0.004931,1.028851,0.067000
2014-08-06,0.480000,-0.015130,1.015194,0.066000
2014-08-07,0.440000,-0.012322,1.001157,0.066000
2014-08-08,0.450000,-0.015176,0.993010,0.066000
2014-08-11,0.470000,-0.018720,1.018858,0.066000
2014-08-12,0.450000,-0.016740,1.010684,0.066000
2014-08-13,0.430000,-0.021793,0.922205,0.065000
2014-08-14,0.420000,-0.023387,0.911718,0.065000
2014-08-15,0.420000,-0.023867,0.878500,0.070000
2014-08-18,0.440000,-0.024417,0.931035,0.070000
2014-08-19,0.460000,-0.029169,0.897891,0.070000
2014-08-20,0.490000,-0.035142,0.934374,0.075000
2014-08-21,0.490000,-0.030470,0.911624,0.075000
2014-08-22,0.530000,-0.023102,0.929133,0.081000
2014-08-25,0.530000,-0.061678,,0.081000
2014-08-26,0.520000,-0.045840,0.903994,0.081000
2014-08-27,0.510000,-0.056542,0.870001,0.081000
2014-08-28,0.500000,-0.045687,0.884693,0.073000
2014-08-29,0.480000,-0.047397,0.880070,0.073000
2014-09-01,,-0.061599,0.890490,0.072000
2014-09-02,0.530000,-0.053602,0.898201,0.072000
2014-09-03,0.520000,-0.047552,0.914276,0.077000
2014-09-04,0.540000,-0.097800,0.915677,0.077000
2014-09-05,0.520000,-0.103973,0.870518,0.076000
2014-09-08,0.540000,-0.104668,0.834059,0.072000
2014-09-09,0.560000,-0.097540,0.853261,0.071000
2014-09-10,0.580000,-0.090247,0.862125,0.071000
2014-09-11,0.580000,-0.091199,0.874929,0.075000
2014-09-12,0.580000,-0.072597,0.904046,0.075000
2014-09-15,0.580000,-0.087010,0.901750,
2014-09-16,0.550000,-0.077750,0.896077,0.080000
2014-09-17,0.590000,-0.090059,0.918111,0.075000
2014-09-18,0.590000,-0.066929,0.952065,0.075000
2014-09-19,0.590000,-0.083730,0.955023,0.070000
2014-09-22,0.580000,-0.088917,0.953173,0.069000
2014-09-23,0.570000,-0.067663,0.941269,
2014-09-24,0.590000,-0.076994,0.951957,0.064000
2014-09-25,0.560000,-0.090171,0.932319,0.064000
2014-09-26,0.590000,-0.094285,0.933807,0.064000
2014-09-29,0.580000,-0.092222,0.922944,0.080000
2014-09-30,0.580000,-0.096502,0.915794,0.078000
2014-10-01,0.530000,-0.105963,0.880091,0.070000
2014-10-02,0.530000,-0.096650,0.849938,0.065000
2014-10-03,0.570000,-0.077979,0.888207,0.060000
2014-10-06,0.540000,-0.086584,0.866439,0.060000
2014-10-07,0.520000,-0.087769,0.833053,0.059000
2014-10-08,0.460000,-0.086970,0.809727,0.050000
2014-10-09,0.460000,-0.099362,0.803703,0.049000
2014-10-10,0.450000,-0.085649,0.780324,0.049000
2014-10-13,,-0.071520,0.729077,
2014-10-14,0.390000,-0.084603,0.692781,0.045000
2014-10-15,0.340000,-0.094644,0.585894,0.045000
2014-10-16,0.350000,-0.071916,0.688614,0.045000
2014-10-17,0.390000,-0.062627,0.757503,0.015000
2014-10-20,0.370000,-0.073047,0.733502,0.025000
2014-10-21,0.380000,-0.065730,0.739946,0.025000
2014-10-22,0.410000,-0.063641,0.743572,0.030000
2014-10-23,0.410000,-0.065296,0.749992,0.030000
2014-10-24,0.410000,-0.065229,0.757690,0.019000
2014-10-27,0.410000,-0.059513,0.730520,0.024000
2014-10-28,0.420000,-0.063967,0.733170,0.018000
2014-10-29,0.480000,-0.060583,0.724415,0.020000
2014-10-30,0.480000,-0.077938,0.718172,0.020000
2014-10-31,0.500000,-0.082669,0.742627,0.030000
2014-11-03,0.520000,-0.078652,0.782089,
2014-11-04,0.520000,-0.077669,0.752289,0.020000
2014-11-05,0.520000,-0.082196,0.771009,0.020000
2014-11-06,0.540000,-0.087277,0.758692,0.030000
2014-11-07,0.510000,-0.088665,0.730787,0.030000
2014-11-10,0.550000,-0.083130,0.727090,0.025000
2014-11-11,,-0.080708,0.758319,0.030000
2014-11-12,0.550000,-0.084021,0.715266,0.045000
2014-11-13,0.530000,-0.081524,0.701265,0.030000
2014-11-14,0.540000,-0.083474,0.674568,0.020000
2014-11-17,0.540000,-0.073057,0.653210,0.015000
2014-11-18,0.530000,-0.075225,0.668163,0.015000
2014-11-19,0.540000,-0.045831,0.683903,0.010000
2014-11-20,0.530000,-0.055823,0.662096,0.009000
2014-11-21,0.530000,-0.067949,0.627063,0.009000
2014-11-24,0.530000,-0.070448,0.636553,
2014-11-25,0.510000,-0.072613,0.618158,0.009000
2014-11-26,0.530000,-0.070992,0.594871,0.008000
2014-11-27,,-0.074804,0.574775,0.008000
2014-11-28,0.470000,-0.066701,0.595653,0.010000
2014-12-01,0.490000,-0.058533,0.571342,0.007000
2014-12-02,0.550000,-0.051460,0.626885,0.002000
2014-12-03,0.570000,-0.061796,0.660854,-0.003000
2014-12-04,0.550000,-0.061060,0.635956,-0.003000
2014-12-05,0.650000,-0.056358,0.672835,-0.003000
2014-12-08,0.640000,-0.063837,0.650708,-0.004000
2014-12-09,0.640000,-0.061556,0.605604,-0.004000
2014-12-10,0.590000,-0.060145,0.619243,0.001000
2014-12-11,0.620000,-0.061672,0.624536,0.001000
2014-12-12,0.560000,-0.066734,0.557945,0.005000
2014-12-15,0.600000,-0.064856,0.555771,0.010000
2014-12-16,0.580000,-0.069739,0.550072,0.005000
2014-12-17,0.620000,-0.074895,0.546438,0.005000
2014-12-18,0.670000,-0.080096,0.610557,-0.010000
2014-12-19,0.670000,-0.087306,0.585234,-0.035000
2014-12-22,0.710000,-0.090110,0.568848,-0.031000
2014-12-23,0.730000,-0.093266,0.584693,
2014-12-24,0.730000,-0.095775,0.599574,-0.036000
2014-12-25,,,,-0.026000
2014-12-26,0.730000,,,-0.028000
2014-12-29,0.720000,-0.103595,0.543907,-0.033000
2014-12-30,0.690000,-0.113634,0.538564,-0.028000
2014-12-31,0.670000,-0.116260,0.516113,
2015-01-02,0.660000,-0.115942,0.502187,
2015-01-05,0.680000,-0.113690,0.477127,-0.027000
2015-01-06,0.650000,-0.107605,0.457608,-0.026000
2015-01-07,0.620000,-0.116792,0.476634,-0.025000
2015-01-08,0.620000,-0.118221,0.503624,-0.020000
2015-01-09,0.590000,-0.126450,0.459147,-0.029000
2015-01-12,0.560000,-0.127972,0.462402,
2015-01-13,0.540000,-0.131016,0.489654,-0.030000
2015-01-14,0.510000,-0.135622,0.471628,-0.030000
2015-01-15,0.440000,-0.161262,0.476651,-0.025000
2015-01-16,0.490000,-0.164625,0.494505,-0.025000
2015-01-19,,-0.167410,0.480133,-0.026000
2015-01-20,0.530000,-0.150224,0.487165,-0.031000
2015-01-21,0.530000,-0.112239,0.440716,-0.031000
2015-01-22,0.530000,-0.153460,0.440427,-0.020000
2015-01-23,0.520000,-0.143175,0.411528,-0.015000
2015-01-26,0.540000,-0.123167,0.455132,-0.016000
2015-01-27,0.540000,-0.118075,0.452934,-0.005000
2015-01-28,0.500000,-0.127211,0.452894,0.003000
2015-01-29,0.510000,-0.145217,0.442846,0.005000
2015-01-30,0.470000,-0.142098,0.417910,0.010000
2015-02-02,0.490000,-0.154230,0.450128,0.010000
2015-02-03,0.520000,-0.159357,0.492959,0.020000
2015-02-04,0.520000,-0.170964,0.506872,0.030000
2015-02-05,0.520000,-0.168558,0.511582,0.043000
2015-02-06,0.650000,-0.177987,0.570952,0.035000
2015-02-09,0.650000,-0.170895,0.537250,0.045000
2015-02-10,0.670000,-0.176312,0.549451,0.045000
2015-02-11,0.670000,-0.173561,0.542929,
2015-02-12,0.610000,-0.181943,0.502492,0.040000
2015-02-13,0.660000,-0.187457,0.496807,0.040000
2015-02-16,,-0.188599,0.506161,0.045000
2015-02-17,0.700000,-0.177589,0.538469,0.035000
2015-02-18,0.620000,-0.185513,0.583522,0.040000
2015-02-19,0.670000,-0.185174,0.556302,0.035000
2015-02-20,0.670000,-0.188955,0.539737,0.034000
2015-02-23,0.640000,-0.182788,0.556293,0.033000
2015-02-24,0.600000,-0.174780,0.545546,0.029000
2015-02-25,0.610000,-0.188516,0.529314,0.023000
2015-02-26,0.660000,-0.206767,0.537456,0.025000
2015-02-27,0.630000,-0.201012,0.586070,0.015000
2015-03-02,0.660000,-0.186023,0.593108,0.015000
2015-03-03,0.680000,-0.181566,0.623344,0.020000
2015-03-04,0.660000,-0.174466,0.628983,0.015000
2015-03-05,0.650000,-0.177421,0.607700,0.007000
2015-03-06,0.730000,-0.186128,0.651424,0.007000
2015-03-09,0.700000,-0.191952,0.647798,0.016000
2015-03-10,0.700000,-0.210801,0.582990,0.030000
2015-03-11,0.700000,-0.206722,0.590031,0.030000
2015-03-12,0.670000,-0.212277,0.555394,0.016000
2015-03-13,0.680000,-0.210487,0.519245,0.016000
2015-03-16,0.660000,-0.200905,0.506854,0.015000
2015-03-17,0.700000,-0.178131,0.509282,0.015000
2015-03-18,0.570000,-0.205113,0.462597,0.005000
2015-03-19,0.630000,-0.212619,0.433132,0.004000
2015-03-20,0.600000,-0.214320,0.426229,0.010000
2015-03-23,0.600000,-0.197261,0.408479,0.019000
2015-03-24,0.580000,-0.195649,0.410776,0.024000
2015-03-25,0.590000,-0.201751,0.402248,0.030000
2015-03-26,0.610000,-0.224148,0.440731,0.030000
2015-03-27,0.580000,-0.223847,0.409285,0.035000
2015-03-30,0.580000,-0.216627,0.423741,0.035000
2015-03-31,0.560000,-0.224370,0.433841,0.037000
2015-04-01,0.550000,-0.230963,0.416480,0.025000
2015-04-02,0.550000,-0.227160,0.451636,0.020000
2015-04-03,0.490000,,,0.015000
2015-04-06,0.510000,,,0.015000
2015-04-07,0.520000,-0.227646,0.451249,0.015000
2015-04-08,0.540000,-0.256233,0.462847,0.015000
2015-04-09,0.560000,-0.242961,0.461167,0.011000
2015-04-10,0.570000,-0.241898,0.461319,0.006000
2015-04-13,0.540000,-0.238791,0.465308,0.005000
2015-04-14,0.530000,-0.237700,0.432490,0.005000
2015-04-15,0.510000,-0.238972,0.458100,0.005000
2015-04-16,0.500000,-0.242619,0.485209,0.005000
2015-04-17,0.510000,-0.239194,0.485259,0.005000
2015-04-20,0.550000,-0.227710,0.477645,0.004000
2015-04-21,0.550000,-0.233015,0.484679,0.004000
2015-04-22,0.570000,-0.222157,0.564529,-0.001000
2015-04-23,0.550000,-0.253373,0.538657,-0.001000
2015-04-24,0.540000,-0.248060,0.515509,-0.016000
2015-04-27,0.540000,-0.246189,0.541961,-0.001000
2015-04-28,0.560000,-0.258318,0.534623,0.000000
2015-04-29,0.560000,-0.229779,0.585171,
2015-04-30,0.580000,-0.206605,0.572105,0.000000
2015-05-01,0.600000,,0.586526,0.002000
2015-05-04,0.600000,-0.200063,,
2015-05-05,0.620000,-0.200934,0.636896,
2015-05-06,0.650000,-0.204930,0.624095,
2015-05-07,0.630000,-0.204571,0.607796,0.016000
2015-05-08,0.590000,-0.211941,0.574749,0.006000
2015-05-11,0.620000,-0.207273,0.620872,0.001000
2015-05-12,0.610000,-0.193270,0.639485,0.001000
2015-05-13,0.590000,-0.191457,0.625407,0.001000
2015-05-14,0.560000,-0.185030,0.617302,-0.005000
2015-05-15,0.550000,-0.192456,0.573603,-0.010000
2015-05-18,0.580000,-0.192070,0.597523,-0.010000
2015-05-19,0.630000,-0.202976,0.595796,-0.010000
2015-05-20,0.600000,-0.210339,0.595575,-0.011000
2015-05-21,0.600000,-0.218242,0.601079,-0.006000
2015-05-22,0.640000,-0.212943,0.593414,-0.006000
2015-05-25,,-0.212434,,-0.001000
2015-05-26,0.640000,-0.220332,0.585477,-0.001000
2015-05-27,0.640000,-0.216486,0.603028,-0.001000
2015-05-28,0.620000,-0.227273,0.577368,-0.008000
2015-05-29,0.610000,-0.226803,0.552603,-0.008000
2015-06-01,0.640000,-0.228200,0.565645,-0.007000
2015-06-02,0.640000,-0.200037,0.606653,-0.007000
2015-06-03,0.690000,-0.175593,0.640849,-0.002000
2015-06-04,0.660000,-0.198005,0.604489,-0.002000
2015-06-05,0.730000,-0.186026,0.631396,-0.005000
2015-06-08,0.700000,-0.181888,0.602046,-0.005000
2015-06-09,0.720000,-0.163301,0.630036,-0.005000
2015-06-10,0.750000,-0.179183,0.646854,-0.005000
2015-06-11,0.730000,-0.186623,0.607365,-0.005000
2015-06-12,0.740000,-0.196860,0.581281,-0.004000
2015-06-15,0.720000,-0.190341,0.604917,-0.005000
2015-06-16,0.710000,-0.196385,0.602605,0.000000
2015-06-17,0.670000,-0.194021,0.658768,0.000000
2015-06-18,0.660000,-0.206556,0.640631,0.005000
2015-06-19,0.650000,-0.206236,0.626252,0.005000
2015-06-22,0.680000,-0.193521,0.667504,0.005000
2015-06-23,0.700000,-0.202382,0.685441,0.005000
2015-06-24,0.680000,-0.208748,0.720773,0.004000
2015-06-25,0.680000,-0.210862,0.747824,0.003000
2015-06-26,0.720000,-0.209539,0.762223,-0.002000
2015-06-29,0.640000,-0.215043,0.683885,-0.002000
2015-06-30,0.640000,-0.228291,0.659267,-0.003000
2015-07-01,0.690000,-0.233466,0.698824,-0.003000
2015-07-02,0.640000,-0.255417,0.696030,0.000000
2015-07-03,,-0.266920,0.662022,0.010000
2015-07-06,0.600000,-0.266849,0.662027,0.010000
2015-07-07,0.580000,-0.268312,0.572484,0.005000
2015-07-08,0.550000,-0.266678,0.595075,0.005000
2015-07-09,0.600000,-0.263672,0.625792,0.009000
2015-07-10,0.650000,-0.226504,0.665243,0.005000
2015-07-13,0.690000,-0.226033,0.687659,0.005000
2015-07-14,0.660000,-0.234962,0.702461,0.005000
2015-07-15,0.640000,-0.251639,0.731875,0.010000
2015-07-16,0.670000,-0.232692,0.706964,0.005000
2015-07-17,0.680000,-0.242682,0.730951,0.005000
2015-07-20,0.710000,-0.238169,0.734452,
2015-07-21,0.710000,-0.235586,0.734678,0.005000
2015-07-22,0.750000,-0.238804,0.743390,0.004000
2015-07-23,0.710000,-0.239741,0.748686,0.004000
2015-07-24,0.700000,-0.249086,0.716557,0.004000
2015-07-27,0.680000,-0.246463,0.697632,0.004000
2015-07-28,0.690000,-0.247886,0.699018,0.005000
2015-07-29,0.700000,-0.251505,0.710545,0.005000
2015-07-30,0.720000,-0.262390,0.734785,0.005000
2015-07-31,0.670000,-0.255975,0.678240,0.005000
2015-08-03,0.680000,-0.258279,0.678626,0.005000
2015-08-04,0.740000,-0.259244,0.673881,0.005000
2015-08-05,0.730000,-0.248428,0.740313,0.005000
2015-08-06,0.710000,-0.255321,0.710006,0.005000
2015-08-07,0.730000,-0.273256,0.691304,0.005000
2015-08-10,0.730000,-0.271828,0.729396,0.005000
2015-08-11,0.680000,-0.275064,0.670512,0.001000
2015-08-12,0.670000,-0.280800,0.638465,0.001000
2015-08-13,0.720000,-0.273993,0.652335,0.001000
2015-08-14,0.730000,-0.270220,0.671018,0.000000
2015-08-17,0.720000,-0.265944,0.645801,0.005000
2015-08-18,0.740000,-0.251688,0.679178,0.005000
2015-08-19,0.670000,-0.249205,0.656362,0.004000
