"CubeId";"rendeiduebd"
"PublishingDate";"2026-08-03 14:30"

"Date";"D0";"D1";"Value"
"2016-06-07";"KTB";"2J";
"2016-06-07";"KTB";"5J";
"2016-06-07";"KTB";"10J";
"2016-06-07";"PFI";"2J";"-0.529"
"2016-06-07";"PFI";"5J";"-0.35"
"2016-06-07";"PFI";"10J";"-0.054"
"2016-06-07";"GBA";"2J";
"2016-06-07";"GBA";"5J";
"2016-06-07";"GBA";"10J";
"2016-06-07";"GBB";"2J";
"2016-06-07";"GBB";"5J";
"2016-06-07";"GBB";"10J";
"2016-06-07";"GBC";"2J";
"2016-06-07";"GBC";"5J";
"2016-06-07";"GBC";"10J";
"2016-06-07";"IHA";"2J";
"2016-06-07";"IHA";"5J";
"2016-06-07";"IHA";"10J";
"2016-06-07";"IHB";"2J";
"2016-06-07";"IHB";"5J";
"2016-06-07";"IHB";"10J";
"2016-06-08";"CHF";"1J";"-0.684"
"2016-06-08";"CHF";"2J";"-0.874"
"2016-06-08";"CHF";"3J";"-0.956"
"2016-06-08";"CHF";"4J";"-0.938"
"2016-06-08";"CHF";"5J";"-0.865"
"2016-06-08";"CHF";"6J";"-0.771"
"2016-06-08";"CHF";"7J";"-0.673"
"2016-06-08";"CHF";"8J";"-0.579"
"2016-06-08";"CHF";"9J";"-0.494"
"2016-06-08";"CHF";"10J";"-0.418"
"2016-06-08";"CHF";"20J";"-0.011"
"2016-06-08";"CHF";"30J";"0.135"
"2016-06-08";"EUR";"1J";"-0.33404"
"2016-06-08";"EUR";"2J";"-0.30157"
"2016-06-08";"EUR";"3J";"-0.23964"
"2016-06-08";"EUR";"4J";"-0.13403"
"2016-06-08";"EUR";"5J";"0.00417"
"2016-06-08";"EUR";"6J";"0.15929"
"2016-06-08";"EUR";"7J";"0.31825"
"2016-06-08";"EUR";"8J";"0.47219"
"2016-06-08";"EUR";"9J";"0.61596"
"2016-06-08";"EUR";"10J";"0.74717"
"2016-06-08";"EUR";"20J";"1.48674"
"2016-06-08";"EUR";"30J";"1.75802"
"2016-06-08";"KTA";"2J";
"2016-06-08";"KTA";"5J";
"2016-06-08";"KTA";"10J";
"2016-06-08";"KTB";"2J";
"2016-06-08";"KTB";"5J";
"2016-06-08";"KTB";"10J";
"2016-06-08";"PFI";"2J";"-0.55"
"2016-06-08";"PFI";"5J";"-0.379"
"2016-06-08";"PFI";"10J";"-0.069"
"2016-06-08";"GBA";"2J";
"2016-06-08";"GBA";"5J";
"2016-06-08";"GBA";"10J";
"2016-06-08";"GBB";"2J";
"2016-06-08";"GBB";"5J";
"2016-06-08";"GBB";"10J";
"2016-06-08";"GBC";"2J";
"2016-06-08";"GBC";"5J";
"2016-06-08";"GBC";"10J";
"2016-06-08";"IHA";"2J";
"2016-06-08";"IHA";"5J";
"2016-06-08";"IHA";"10J";
"2016-06-08";"IHB";"2J";
"2016-06-08";"IHB";"5J";
"2016-06-08";"IHB";"10J";
"2016-06-09";"CHF";"1J";"-0.672"
"2016-06-09";"CHF";"2J";"-0.857"
"2016-06-09";"CHF";"3J";"-0.949"
"2016-06-09";"CHF";"4J";"-0.939"
"2016-06-09";"CHF";"5J";"-0.87"
"2016-06-09";"CHF";"6J";"-0.776"
"2016-06-09";"CHF";"7J";"-0.676"
"2016-06-09";"CHF";"8J";"-0.581"
"2016-06-09";"CHF";"9J";"-0.495"
"2016-06-09";"CHF";"10J";"-0.418"
"2016-06-09";"CHF";"20J";"-0.013"
"2016-06-09";"CHF";"30J";"0.13"
"2016-06-09";"EUR";"1J";"-0.34172"
"2016-06-09";"EUR";"2J";"-0.31553"
"2016-06-09";"EUR";"3J";"-0.25277"
"2016-06-09";"EUR";"4J";"-0.14711"
"2016-06-09";"EUR";"5J";"-0.01143"
"2016-06-09";"EUR";"6J";"0.13889"
"2016-06-09";"EUR";"7J";"0.29162"
"2016-06-09";"EUR";"8J";"0.43869"
"2016-06-09";"EUR";"9J";"0.57553"
"2016-06-09";"EUR";"10J";"0.70008"
"2016-06-09";"EUR";"20J";"1.39941"
"2016-06-09";"EUR";"30J";"1.65561"
"2016-06-09";"KTA";"2J";
"2016-06-09";"KTA";"5J";
"2016-06-09";"KTA";"10J";
"2016-06-09";"KTB";"2J";
"2016-06-09";"KTB";"5J";
"2016-06-09";"KTB";"10J";
"2016-06-09";"PFI";"2J";"-0.553"
"2016-06-09";"PFI";"5J";"-0.387"
"2016-06-09";"PFI";"10J";"-0.066"
"2016-06-09";"GBA";"2J";
"2016-06-09";"GBA";"5J";
"2016-06-09";"GBA";"10J";
"2016-06-09";"GBB";"2J";
"2016-06-09";"GBB";"5J";
"2016-06-09";"GBB";"10J";
"2016-06-09";"GBC";"2J";
"2016-06-09";"GBC";"5J";
"2016-06-09";"GBC";"10J";
"2016-06-09";"IHA";"2J";
"2016-06-09";"IHA";"5J";
"2016-06-09";"IHA";"10J";
"2016-06-09";"IHB";"2J";
"2016-06-09";"IHB";"5J";
"2016-06-09";"IHB";"10J";
"2016-06-10";"CHF";"1J";"-0.698"
"2016-06-10";"CHF";"2J";"-0.907"
"2016-06-10";"CHF";"3J";"-1.003"
"2016-06-10";"CHF";"4J";"-0.988"
"2016-06-10";"CHF";"5J";"-0.913"
"2016-06-10";"CHF";"6J";"-0.813"
"2016-06-10";"CHF";"7J";"-0.71"
"2016-06-10";"CHF";"8J";"-0.612"
"2016-06-10";"CHF";"9J";"-0.524"
"2016-06-10";"CHF";"10J";"-0.446"
"2016-06-10";"CHF";"20J";"-0.044"
"2016-06-10";"CHF";"30J";"0.097"
"2016-06-10";"EUR";"1J";"-0.3415"
"2016-06-10";"EUR";"2J";"-0.31016"
"2016-06-10";"EUR";"3J";"-0.23826"
"2016-06-10";"EUR";"4J";"-0.12591"
"2016-06-10";"EUR";"5J";"0.0129"
"2016-06-10";"EUR";"6J";"0.16351"
"2016-06-10";"EUR";"7J";"0.3147"
"2016-06-10";"EUR";"8J";"0.45923"
"2016-06-10";"EUR";"9J";"0.59311"
"2016-06-10";"EUR";"10J";"0.71464"
"2016-06-10";"EUR";"20J";"1.3953"
"2016-06-10";"EUR";"30J";"1.64473"
"2016-06-10";"KTA";"2J";
"2016-06-10";"KTA";"5J";
"2016-06-10";"KTA";"10J";
"2016-06-10";"KTB";"2J";
"2016-06-10";"KTB";"5J";
"2016-06-10";"KTB";"10J";
"2016-06-10";"PFI";"2J";"-0.587"
"2016-06-10";"PFI";"5J";"-0.421"
"2016-06-10";"PFI";"10J";"-0.101"
"2016-06-10";"GBA";"2J";
"2016-06-10";"GBA";"5J";
"2016-06-10";"GBA";"10J";
"2016-06-10";"GBB";"2J";
"2016-06-10";"GBB";"5J";
"2016-06-10";"GBB";"10J";
"2016-06-10";"GBC";"2J";
"2016-06-10";"GBC";"5J";
"2016-06-10";"GBC";"10J";
"2016-06-10";"IHA";"2J";
"2016-06-10";"IHA";"5J";
"2016-06-10";"IHA";"10J";
"2016-06-10";"IHB";"2J";
"2016-06-10";"IHB";"5J";
"2016-06-10";"IHB";"10J";
"2016-06-13";"CHF";"1J";"-0.72"
"2016-06-13";"CHF";"2J";"-0.938"
"2016-06-13";"CHF";"3J";"-1.032"
"2016-06-13";"CHF";"4J";"-1.011"
"2016-06-13";"CHF";"5J";"-0.928"
"2016-06-13";"CHF";"6J";"-0.823"
"2016-06-13";"CHF";"7J";"-0.716"
"2016-06-13";"CHF";"8J";"-0.616"
"2016-06-13";"CHF";"9J";"-0.526"
"2016-06-13";"CHF";"10J";"-0.448"
"2016-06-13";"CHF";"20J";"-0.048"
"2016-06-13";"CHF";"30J";"0.091"
"2016-06-13";"EUR";"1J";"-0.3096"
"2016-06-13";"EUR";"2J";"-0.27962"
"2016-06-13";"EUR";"3J";"-0.21243"
"2016-06-13";"EUR";"4J";"-0.10357"
"2016-06-13";"EUR";"5J";"0.03378"
"2016-06-13";"EUR";"6J";"0.18454"
"2016-06-13";"EUR";"7J";"0.33686"
"2016-06-13";"EUR";"8J";"0.48301"
"2016-06-13";"EUR";"9J";"0.61867"
"2016-06-13";"EUR";"10J";"0.74193"
"2016-06-13";"EUR";"20J";"1.43212"
"2016-06-13";"EUR";"30J";"1.6847"
"2016-06-13";"KTA";"2J";
"2016-06-13";"KTA";"5J";
"2016-06-13";"KTA";"10J";
"2016-06-13";"KTB";"2J";
"2016-06-13";"KTB";"5J";
"2016-06-13";"KTB";"10J";
"2016-06-13";"PFI";"2J";"-0.597"
"2016-06-13";"PFI";"5J";"-0.435"
"2016-06-13";"PFI";"10J";"-0.104"
"2016-06-13";"GBA";"2J";
"2016-06-13";"GBA";"5J";
"2016-06-13";"GBA";"10J";
"2016-06-13";"GBB";"2J";
"2016-06-13";"GBB";"5J";
"2016-06-13";"GBB";"10J";
"2016-06-13";"GBC";"2J";
"2016-06-13";"GBC";"5J";
"2016-06-13";"GBC";"10J";
"2016-06-13";"IHA";"2J";
"2016-06-13";"IHA";"5J";
"2016-06-13";"IHA";"10J";
"2016-06-13";"IHB";"2J";
"2016-06-13";"IHB";"5J";
"2016-06-13";"IHB";"10J";
"2016-06-14";"CHF";"1J";"-0.725"
"2016-06-14";"CHF";"2J";"-0.951"
"2016-06-14";"CHF";"3J";"-1.053"
"2016-06-14";"CHF";"4J";"-1.037"
"2016-06-14";"CHF";"5J";"-0.959"
"2016-06-14";"CHF";"6J";"-0.856"
"2016-06-14";"CHF";"7J";"-0.75"
"2016-06-14";"CHF";"8J";"-0.649"
"2016-06-14";"CHF";"9J";"-0.559"
"2016-06-14";"CHF";"10J";"-0.48"
"2016-06-14";"CHF";"20J";"-0.072"
"2016-06-14";"CHF";"30J";"0.071"
"2016-06-14";"EUR";"1J";"-0.28918"
"2016-06-14";"EUR";"2J";"-0.27004"
"2016-06-14";"EUR";"3J";"-0.20766"
"2016-06-14";"EUR";"4J";"-0.09868"
"2016-06-14";"EUR";"5J";"0.04119"
"2016-06-14";"EUR";"6J";"0.19494"
"2016-06-14";"EUR";"7J";"0.34968"
"2016-06-14";"EUR";"8J";"0.49729"
"2016-06-14";"EUR";"9J";"0.63343"
"2016-06-14";"EUR";"10J";"0.75639"
"2016-06-14";"EUR";"20J";"1.43293"
"2016-06-14";"EUR";"30J";"1.67769"
"2016-06-14";"KTA";"2J";
"2016-06-14";"KTA";"5J";
"2016-06-14";"KTA";"10J";
"2016-06-14";"KTB";"2J";
"2016-06-14";"KTB";"5J";
"2016-06-14";"KTB";"10J";
"2016-06-14";"PFI";"2J";"-0.633"
"2016-06-14";"PFI";"5J";"-0.459"
"2016-06-14";"PFI";"10J";"-0.124"
"2016-06-14";"GBA";"2J";
"2016-06-14";"GBA";"5J";
"2016-06-14";"GBA";"10J";
"2016-06-14";"GBB";"2J";
"2016-06-14";"GBB";"5J";
"2016-06-14";"GBB";"10J";
"2016-06-14";"GBC";"2J";
"2016-06-14";"GBC";"5J";
"2016-06-14";"GBC";"10J";
"2016-06-14";"IHA";"2J";
"2016-06-14";"IHA";"5J";
"2016-06-14";"IHA";"10J";
"2016-06-14";"IHB";"2J";
"2016-06-14";"IHB";"5J";
"2016-06-14";"IHB";"10J";
"2016-06-15";"CHF";"1J";"-0.736"
"2016-06-15";"CHF";"2J";"-0.948"
"2016-06-15";"CHF";"3J";"-1.045"
"2016-06-15";"CHF";"4J";"-1.03"
"2016-06-15";"CHF";"5J";"-0.953"
"2016-06-15";"CHF";"6J";"-0.851"
"2016-06-15";"CHF";"7J";"-0.745"
"2016-06-15";"CHF";"8J";"-0.644"
"2016-06-15";"CHF";"9J";"-0.554"
"2016-06-15";"CHF";"10J";"-0.474"
"2016-06-15";"CHF";"20J";"-0.059"
"2016-06-15";"CHF";"30J";"0.087"
"2016-06-15";"EUR";"1J";"-0.28408"
"2016-06-15";"EUR";"2J";"-0.27068"
"2016-06-15";"EUR";"3J";"-0.21325"
"2016-06-15";"EUR";"4J";"-0.10721"
"2016-06-15";"EUR";"5J";"0.03155"
"2016-06-15";"EUR";"6J";"0.18547"
"2016-06-15";"EUR";"7J";"0.34116"
"2016-06-15";"EUR";"8J";"0.4901"
"2016-06-15";"EUR";"9J";"0.62772"
"2016-06-15";"EUR";"10J";"0.75216"
"2016-06-15";"EUR";"20J";"1.4379"
"2016-06-15";"EUR";"30J";"1.68609"
"2016-06-15";"KTA";"2J";
"2016-06-15";"KTA";"5J";
"2016-06-15";"KTA";"10J";
"2016-06-15";"KTB";"2J";
"2016-06-15";"KTB";"5J";
"2016-06-15";"KTB";"10J";
"2016-06-15";"PFI";"2J";"-0.636"
"2016-06-15";"PFI";"5J";"-0.456"
"2016-06-15";"PFI";"10J";"-0.119"
"2016-06-15";"GBA";"2J";
"2016-06-15";"GBA";"5J";
"2016-06-15";"GBA";"10J";
"2016-06-15";"GBB";"2J";
"2016-06-15";"GBB";"5J";
"2016-06-15";"GBB";"10J";
"2016-06-15";"GBC";"2J";
"2016-06-15";"GBC";"5J";
"2016-06-15";"GBC";"10J";
"2016-06-15";"IHA";"2J";
"2016-06-15";"IHA";"5J";
"2016-06-15";"IHA";"10J";
"2016-06-15";"IHB";"2J";
"2016-06-15";"IHB";"5J";
"2016-06-15";"IHB";"10J";
"2016-06-16";"CHF";"1J";"-0.754"
"2016-06-16";"CHF";"2J";"-0.98"
"2016-06-16";"CHF";"3J";"-1.072"
"2016-06-16";"CHF";"4J";"-1.051"
"2016-06-16";"CHF";"5J";"-0.972"
"2016-06-16";"CHF";"6J";"-0.87"
"2016-06-16";"CHF";"7J";"-0.765"
"2016-06-16";"CHF";"8J";"-0.666"
"2016-06-16";"CHF";"9J";"-0.578"
"2016-06-16";"CHF";"10J";"-0.499"
"2016-06-16";"CHF";"20J";"-0.091"
"2016-06-16";"CHF";"30J";"0.053"
"2016-06-16";"EUR";"1J";"-0.28361"
"2016-06-16";"EUR";"2J";"-0.2725"
"2016-06-16";"EUR";"3J";"-0.19964"
"2016-06-16";"EUR";"4J";"-0.07874"
"2016-06-16";"EUR";"5J";"0.06956"
"2016-06-16";"EUR";"6J";"0.22777"
"2016-06-16";"EUR";"7J";"0.38392"
"2016-06-16";"EUR";"8J";"0.53095"
"2016-06-16";"EUR";"9J";"0.66539"
"2016-06-16";"EUR";"10J";"0.78611"
"2016-06-16";"EUR";"20J";"1.44482"
"2016-06-16";"EUR";"30J";"1.68257"
"2016-06-16";"KTA";"2J";
"2016-06-16";"KTA";"5J";
"2016-06-16";"KTA";"10J";
"2016-06-16";"KTB";"2J";
"2016-06-16";"KTB";"5J";
"2016-06-16";"KTB";"10J";
"2016-06-16";"PFI";"2J";"-0.643"
"2016-06-16";"PFI";"5J";"-0.485"
"2016-06-16";"PFI";"10J";"-0.138"
"2016-06-16";"GBA";"2J";
"2016-06-16";"GBA";"5J";
"2016-06-16";"GBA";"10J";
"2016-06-16";"GBB";"2J";
"2016-06-16";"GBB";"5J";
"2016-06-16";"GBB";"10J";
"2016-06-16";"GBC";"2J";
"2016-06-16";"GBC";"5J";
"2016-06-16";"GBC";"10J";
"2016-06-16";"IHA";"2J";
"2016-06-16";"IHA";"5J";
"2016-06-16";"IHA";"10J";
"2016-06-16";"IHB";"2J";
"2016-06-16";"IHB";"5J";
"2016-06-16";"IHB";"10J";
"2016-06-17";"CHF";"1J";"-0.773"
"2016-06-17";"CHF";"2J";"-1.003"
"2016-06-17";"CHF";"3J";"-1.085"
"2016-06-17";"CHF";"4J";"-1.052"
"2016-06-17";"CHF";"5J";"-0.965"
"2016-06-17";"CHF";"6J";"-0.86"
"2016-06-17";"CHF";"7J";"-0.756"
"2016-06-17";"CHF";"8J";"-0.66"
"2016-06-17";"CHF";"9J";"-0.574"
"2016-06-17";"CHF";"10J";"-0.5"
"2016-06-17";"CHF";"20J";"-0.12"
"2016-06-17";"CHF";"30J";"0.012"
"2016-06-17";"EUR";"1J";"-0.30497"
"2016-06-17";"EUR";"2J";"-0.29455"
"2016-06-17";"EUR";"3J";"-0.22282"
"2016-06-17";"EUR";"4J";"-0.104"
"2016-06-17";"EUR";"5J";"0.04221"
"2016-06-17";"EUR";"6J";"0.19916"
"2016-06-17";"EUR";"7J";"0.35521"
"2016-06-17";"EUR";"8J";"0.50326"
"2016-06-17";"EUR";"9J";"0.63964"
"2016-06-17";"EUR";"10J";"0.76294"
"2016-06-17";"EUR";"20J";"1.44843"
"2016-06-17";"EUR";"30J";"1.69893"
"2016-06-17";"KTA";"2J";
"2016-06-17";"KTA";"5J";
"2016-06-17";"KTA";"10J";
"2016-06-17";"KTB";"2J";
"2016-06-17";"KTB";"5J";
"2016-06-17";"KTB";"10J";
"2016-06-17";"PFI";"2J";"-0.65"
"2016-06-17";"PFI";"5J";"-0.493"
"2016-06-17";"PFI";"10J";"-0.151"
"2016-06-17";"GBA";"2J";
"2016-06-17";"GBA";"5J";
"2016-06-17";"GBA";"10J";
"2016-06-17";"GBB";"2J";
"2016-06-17";"GBB";"5J";
"2016-06-17";"GBB";"10J";
"2016-06-17";"GBC";"2J";
"2016-06-17";"GBC";"5J";
"2016-06-17";"GBC";"10J";
"2016-06-17";"IHA";"2J";
"2016-06-17";"IHA";"5J";
"2016-06-17";"IHA";"10J";
"2016-06-17";"IHB";"2J";
"2016-06-17";"IHB";"5J";
"2016-06-17";"IHB";"10J";
"2016-06-20";"CHF";"1J";"-0.744"
"2016-06-20";"CHF";"2J";"-0.946"
"2016-06-20";"CHF";"3J";"-1.031"
"2016-06-20";"CHF";"4J";"-1.008"
"2016-06-20";"CHF";"5J";"-0.927"
"2016-06-20";"CHF";"6J";"-0.824"
"2016-06-20";"CHF";"7J";"-0.719"
"2016-06-20";"CHF";"8J";"-0.621"
"2016-06-20";"CHF";"9J";"-0.533"
"2016-06-20";"CHF";"10J";"-0.457"
"2016-06-20";"CHF";"20J";"-0.065"
"2016-06-20";"CHF";"30J";"0.071"
"2016-06-20";"EUR";"1J";"-0.31178"
"2016-06-20";"EUR";"2J";"-0.30394"
"2016-06-20";"EUR";"3J";"-0.24242"
"2016-06-20";"EUR";"4J";"-0.13132"
"2016-06-20";"EUR";"5J";"0.01148"
"2016-06-20";"EUR";"6J";"0.16848"
"2016-06-20";"EUR";"7J";"0.32672"
"2016-06-20";"EUR";"8J";"0.47802"
"2016-06-20";"EUR";"9J";"0.61797"
"2016-06-20";"EUR";"10J";"0.74476"
"2016-06-20";"EUR";"20J";"1.44924"
"2016-06-20";"EUR";"30J";"1.70588"
"2016-06-20";"KTA";"2J";
"2016-06-20";"KTA";"5J";
"2016-06-20";"KTA";"10J";
"2016-06-20";"KTB";"2J";
"2016-06-20";"KTB";"5J";
"2016-06-20";"KTB";"10J";
"2016-06-20";"PFI";"2J";"-0.614"
"2016-06-20";"PFI";"5J";"-0.442"
"2016-06-20";"PFI";"10J";"-0.098"
"2016-06-20";"GBA";"2J";
"2016-06-20";"GBA";"5J";
"2016-06-20";"GBA";"10J";
"2016-06-20";"GBB";"2J";
"2016-06-20";"GBB";"5J";
"2016-06-20";"GBB";"10J";
"2016-06-20";"GBC";"2J";
"2016-06-20";"GBC";"5J";
"2016-06-20";"GBC";"10J";
"2016-06-20";"IHA";"2J";
"2016-06-20";"IHA";"5J";
"2016-06-20";"IHA";"10J";
"2016-06-20";"IHB";"2J";
"2016-06-20";"IHB";"5J";
"2016-06-20";"IHB";"10J";
"2016-06-21";"CHF";"1J";"-0.764"
"2016-06-21";"CHF";"2J";"-0.963"
"2016-06-21";"CHF";"3J";"-1.027"
"2016-06-21";"CHF";"4J";"-0.987"
"2016-06-21";"CHF";"5J";"-0.898"
"2016-06-21";"CHF";"6J";"-0.794"
"2016-06-21";"CHF";"7J";"-0.691"
"2016-06-21";"CHF";"8J";"-0.595"
"2016-06-21";"CHF";"9J";"-0.51"
"2016-06-21";"CHF";"10J";"-0.436"
"2016-06-21";"CHF";"20J";"-0.054"
"2016-06-21";"CHF";"30J";"0.08"
"2016-06-21";"EUR";"1J";"-0.3101"
"2016-06-21";"EUR";"2J";"-0.30409"
"2016-06-21";"EUR";"3J";"-0.24446"
"2016-06-21";"EUR";"4J";"-0.13394"
"2016-06-21";"EUR";"5J";"0.00937"
"2016-06-21";"EUR";"6J";"0.16743"
"2016-06-21";"EUR";"7J";"0.32688"
"2016-06-21";"EUR";"8J";"0.47931"
"2016-06-21";"EUR";"9J";"0.6202"
"2016-06-21";"EUR";"10J";"0.7477"
"2016-06-21";"EUR";"20J";"1.45364"
"2016-06-21";"EUR";"30J";"1.71013"
"2016-06-21";"KTA";"2J";
"2016-06-21";"KTA";"5J";
"2016-06-21";"KTA";"10J";
"2016-06-21";"KTB";"2J";
"2016-06-21";"KTB";"5J";
"2016-06-21";"KTB";"10J";
"2016-06-21";"PFI";"2J";"-0.601"
"2016-06-21";"PFI";"5J";"-0.418"
"2016-06-21";"PFI";"10J";"-0.08"
"2016-06-21";"GBA";"2J";
"2016-06-21";"GBA";"5J";
"2016-06-21";"GBA";"10J";
"2016-06-21";"GBB";"2J";
"2016-06-21";"GBB";"5J";
"2016-06-21";"GBB";"10J";
"2016-06-21";"GBC";"2J";
"2016-06-21";"GBC";"5J";
"2016-06-21";"GBC";"10J";
"2016-06-21";"IHA";"2J";
"2016-06-21";"IHA";"5J";
"2016-06-21";"IHA";"10J";
"2016-06-21";"IHB";"2J";
"2016-06-21";"IHB";"5J";
"2016-06-21";"IHB";"10J";
"2016-06-22";"CHF";"1J";"-0.746"
"2016-06-22";"CHF";"2J";"-0.953"
"2016-06-22";"CHF";"3J";"-1.021"
"2016-06-22";"CHF";"4J";"-0.981"
"2016-06-22";"CHF";"5J";"-0.89"
"2016-06-22";"CHF";"6J";"-0.781"
"2016-06-22";"CHF";"7J";"-0.674"
"2016-06-22";"CHF";"8J";"-0.576"
"2016-06-22";"CHF";"9J";"-0.489"
"2016-06-22";"CHF";"10J";"-0.413"
"2016-06-22";"CHF";"20J";"-0.025"
"2016-06-22";"CHF";"30J";"0.111"
"2016-06-22";"EUR";"1J";"-0.31388"
"2016-06-22";"EUR";"2J";"-0.30638"
"2016-06-22";"EUR";"3J";"-0.2498"
"2016-06-22";"EUR";"4J";"-0.14226"
"2016-06-22";"EUR";"5J";"-0.00058"
"2016-06-22";"EUR";"6J";"0.15727"
"2016-06-22";"EUR";"7J";"0.31756"
"2016-06-22";"EUR";"8J";"0.47148"
"2016-06-22";"EUR";"9J";"0.6142"
"2016-06-22";"EUR";"10J";"0.74366"
"2016-06-22";"EUR";"20J";"1.46331"
"2016-06-22";"EUR";"30J";"1.72523"
"2016-06-22";"KTA";"2J";
"2016-06-22";"KTA";"5J";
"2016-06-22";"KTA";"10J";
"2016-06-22";"KTB";"2J";
"2016-06-22";"KTB";"5J";
"2016-06-22";"KTB";"10J";
"2016-06-22";"PFI";"2J";"-0.599"
"2016-06-22";"PFI";"5J";"-0.417"
"2016-06-22";"PFI";"10J";"-0.07"
"2016-06-22";"GBA";"2J";
"2016-06-22";"GBA";"5J";
"2016-06-22";"GBA";"10J";
"2016-06-22";"GBB";"2J";
"2016-06-22";"GBB";"5J";
"2016-06-22";"GBB";"10J";
"2016-06-22";"GBC";"2J";
"2016-06-22";"GBC";"5J";
"2016-06-22";"GBC";"10J";
"2016-06-22";"IHA";"2J";
"2016-06-22";"IHA";"5J";
"2016-06-22";"IHA";"10J";
"2016-06-22";"IHB";"2J";
"2016-06-22";"IHB";"5J";
"2016-06-22";"IHB";"10J";
"2016-06-23";"CHF";"1J";"-0.74"
"2016-06-23";"CHF";"2J";"-0.933"
"2016-06-23";"CHF";"3J";"-0.994"
"2016-06-23";"CHF";"4J";"-0.95"
"2016-06-23";"CHF";"5J";"-0.857"
"2016-06-23";"CHF";"6J";"-0.749"
"2016-06-23";"CHF";"7J";"-0.643"
"2016-06-23";"CHF";"8J";"-0.545"
"2016-06-23";"CHF";"9J";"-0.459"
"2016-06-23";"CHF";"10J";"-0.384"
"2016-06-23";"CHF";"20J";"-0.004"
"2016-06-23";"CHF";"30J";"0.129"
"2016-06-23";"EUR";"1J";"-0.31889"
"2016-06-23";"EUR";"2J";"-0.30302"
"2016-06-23";"EUR";"3J";"-0.23928"
"2016-06-23";"EUR";"4J";"-0.12927"
"2016-06-23";"EUR";"5J";"0.01145"
"2016-06-23";"EUR";"6J";"0.16676"
"2016-06-23";"EUR";"7J";"0.32428"
"2016-06-23";"EUR";"8J";"0.47594"
"2016-06-23";"EUR";"9J";"0.61717"
"2016-06-23";"EUR";"10J";"0.74589"
"2016-06-23";"EUR";"20J";"1.47326"
"2016-06-23";"EUR";"30J";"1.74118"
"2016-06-23";"KTA";"2J";
"2016-06-23";"KTA";"5J";
"2016-06-23";"KTA";"10J";
"2016-06-23";"KTB";"2J";
"2016-06-23";"KTB";"5J";
"2016-06-23";"KTB";"10J";
"2016-06-23";"PFI";"2J";"-0.583"
"2016-06-23";"PFI";"5J";"-0.394"
"2016-06-23";"PFI";"10J";"-0.042"
"2016-06-23";"GBA";"2J";
"2016-06-23";"GBA";"5J";
"2016-06-23";"GBA";"10J";
"2016-06-23";"GBB";"2J";
"2016-06-23";"GBB";"5J";
"2016-06-23";"GBB";"10J";
"2016-06-23";"GBC";"2J";
"2016-06-23";"GBC";"5J";
"2016-06-23";"GBC";"10J";
"2016-06-23";"IHA";"2J";
"2016-06-23";"IHA";"5J";
"2016-06-23";"IHA";"10J";
"2016-06-23";"IHB";"2J";
"2016-06-23";"IHB";"5J";
"2016-06-23";"IHB";"10J";
"2016-06-24";"CHF";"1J";"-0.713"
"2016-06-24";"CHF";"2J";"-0.952"
"2016-06-24";"CHF";"3J";"-1.069"
"2016-06-24";"CHF";"4J";"-1.058"
"2016-06-24";"CHF";"5J";"-0.977"
"2016-06-24";"CHF";"6J";"-0.87"
"2016-06-24";"CHF";"7J";"-0.761"
"2016-06-24";"CHF";"8J";"-0.662"
"2016-06-24";"CHF";"9J";"-0.575"
"2016-06-24";"CHF";"10J";"-0.5"
"2016-06-24";"CHF";"20J";"-0.134"
"2016-06-24";"CHF";"30J";"-0.009"
"2016-06-24";"EUR";"1J";"-0.31832"
"2016-06-24";"EUR";"2J";"-0.29829"
"2016-06-24";"EUR";"3J";"-0.24295"
"2016-06-24";"EUR";"4J";"-0.13768"
"2016-06-24";"EUR";"5J";"0.00224"
"2016-06-24";"EUR";"6J";"0.15792"
"2016-06-24";"EUR";"7J";"0.3149"
"2016-06-24";"EUR";"8J";"0.4642"
"2016-06-24";"EUR";"9J";"0.60119"
"2016-06-24";"EUR";"10J";"0.72418"
"2016-06-24";"EUR";"20J";"1.38808"
"2016-06-24";"EUR";"30J";"1.62519"
"2016-06-24";"KTA";"2J";
"2016-06-24";"KTA";"5J";
"2016-06-24";"KTA";"10J";
"2016-06-24";"KTB";"2J";
"2016-06-24";"KTB";"5J";
"2016-06-24";"KTB";"10J";
"2016-06-24";"PFI";"2J";"-0.693"
"2016-06-24";"PFI";"5J";"-0.491"
"2016-06-24";"PFI";"10J";"-0.13"
"2016-06-24";"GBA";"2J";
"2016-06-24";"GBA";"5J";
"2016-06-24";"GBA";"10J";
"2016-06-24";"GBB";"2J";
"2016-06-24";"GBB";"5J";
"2016-06-24";"GBB";"10J";
"2016-06-24";"GBC";"2J";
"2016-06-24";"GBC";"5J";
"2016-06-24";"GBC";"10J";
"2016-06-24";"IHA";"2J";
"2016-06-24";"IHA";"5J";
"2016-06-24";"IHA";"10J";
"2016-06-24";"IHB";"2J";
"2016-06-24";"IHB";"5J";
"2016-06-24";"IHB";"10J";
"2016-06-27";"CHF";"1J";"-0.785"
"2016-06-27";"CHF";"2J";"-1.013"
"2016-06-27";"CHF";"3J";"-1.112"
"2016-06-27";"CHF";"4J";"-1.086"
"2016-06-27";"CHF";"5J";"-0.994"
"2016-06-27";"CHF";"6J";"-0.881"
"2016-06-27";"CHF";"7J";"-0.768"
