"CubeId";"rendeiduebd"
"PublishingDate";"2026-08-03 14:30"

"Date";"D0";"D1";"Value"
"2001-07-12";"CHF";"20J";"3.97"
"2001-07-12";"CHF";"30J";"4.367"
"2001-07-12";"EUR";"1J";
"2001-07-12";"EUR";"2J";
"2001-07-12";"EUR";"3J";
"2001-07-12";"EUR";"4J";
"2001-07-12";"EUR";"5J";
"2001-07-12";"EUR";"6J";
"2001-07-12";"EUR";"7J";
"2001-07-12";"EUR";"8J";
"2001-07-12";"EUR";"9J";
"2001-07-12";"EUR";"10J";
"2001-07-12";"EUR";"20J";
"2001-07-12";"EUR";"30J";
"2001-07-12";"KTA";"2J";
"2001-07-12";"KTA";"5J";
"2001-07-12";"KTA";"10J";
"2001-07-12";"KTB";"2J";
"2001-07-12";"KTB";"5J";
"2001-07-12";"KTB";"10J";
"2001-07-12";"PFI";"2J";"3.228"
"2001-07-12";"PFI";"5J";"3.406"
"2001-07-12";"PFI";"10J";"3.761"
"2001-07-12";"GBA";"2J";
"2001-07-12";"GBA";"5J";
"2001-07-12";"GBA";"10J";
"2001-07-12";"GBB";"2J";
"2001-07-12";"GBB";"5J";
"2001-07-12";"GBB";"10J";
"2001-07-12";"GBC";"2J";
"2001-07-12";"GBC";"5J";
"2001-07-12";"GBC";"10J";
"2001-07-12";"IHA";"2J";
"2001-07-12";"IHA";"5J";
"2001-07-12";"IHA";"10J";
"2001-07-12";"IHB";"2J";
"2001-07-12";"IHB";"5J";
"2001-07-12";"IHB";"10J";
"2001-07-13";"CHF";"1J";"3.137"
"2001-07-13";"CHF";"2J";"3.125"
"2001-07-13";"CHF";"3J";"3.126"
"2001-07-13";"CHF";"4J";"3.141"
"2001-07-13";"CHF";"5J";"3.167"
"2001-07-13";"CHF";"6J";"3.203"
"2001-07-13";"CHF";"7J";"3.245"
"2001-07-13";"CHF";"8J";"3.293"
"2001-07-13";"CHF";"9J";"3.345"
"2001-07-13";"CHF";"10J";"3.4"
"2001-07-13";"CHF";"20J";"3.949"
"2001-07-13";"CHF";"30J";"4.352"
"2001-07-13";"EUR";"1J";
"2001-07-13";"EUR";"2J";
"2001-07-13";"EUR";"3J";
"2001-07-13";"EUR";"4J";
"2001-07-13";"EUR";"5J";
"2001-07-13";"EUR";"6J";
"2001-07-13";"EUR";"7J";
"2001-07-13";"EUR";"8J";
"2001-07-13";"EUR";"9J";
"2001-07-13";"EUR";"10J";
"2001-07-13";"EUR";"20J";
"2001-07-13";"EUR";"30J";
"2001-07-13";"KTA";"2J";
"2001-07-13";"KTA";"5J";
"2001-07-13";"KTA";"10J";
"2001-07-13";"KTB";"2J";
"2001-07-13";"KTB";"5J";
"2001-07-13";"KTB";"10J";
"2001-07-13";"PFI";"2J";"3.205"
"2001-07-13";"PFI";"5J";"3.393"
"2001-07-13";"PFI";"10J";"3.742"
"2001-07-13";"GBA";"2J";
"2001-07-13";"GBA";"5J";
"2001-07-13";"GBA";"10J";
"2001-07-13";"GBB";"2J";
"2001-07-13";"GBB";"5J";
"2001-07-13";"GBB";"10J";
"2001-07-13";"GBC";"2J";
"2001-07-13";"GBC";"5J";
"2001-07-13";"GBC";"10J";
"2001-07-13";"IHA";"2J";
"2001-07-13";"IHA";"5J";
"2001-07-13";"IHA";"10J";
"2001-07-13";"IHB";"2J";
"2001-07-13";"IHB";"5J";
"2001-07-13";"IHB";"10J";
"2001-07-16";"CHF";"1J";"3.136"
"2001-07-16";"CHF";"2J";"3.119"
"2001-07-16";"CHF";"3J";"3.118"
"2001-07-16";"CHF";"4J";"3.132"
"2001-07-16";"CHF";"5J";"3.159"
"2001-07-16";"CHF";"6J";"3.195"
"2001-07-16";"CHF";"7J";"3.239"
"2001-07-16";"CHF";"8J";"3.289"
"2001-07-16";"CHF";"9J";"3.342"
"2001-07-16";"CHF";"10J";"3.398"
"2001-07-16";"CHF";"20J";"3.948"
"2001-07-16";"CHF";"30J";"4.339"
"2001-07-16";"EUR";"1J";
"2001-07-16";"EUR";"2J";
"2001-07-16";"EUR";"3J";
"2001-07-16";"EUR";"4J";
"2001-07-16";"EUR";"5J";
"2001-07-16";"EUR";"6J";
"2001-07-16";"EUR";"7J";
"2001-07-16";"EUR";"8J";
"2001-07-16";"EUR";"9J";
"2001-07-16";"EUR";"10J";
"2001-07-16";"EUR";"20J";
"2001-07-16";"EUR";"30J";
"2001-07-16";"KTA";"2J";
"2001-07-16";"KTA";"5J";
"2001-07-16";"KTA";"10J";
"2001-07-16";"KTB";"2J";
"2001-07-16";"KTB";"5J";
"2001-07-16";"KTB";"10J";
"2001-07-16";"PFI";"2J";"3.21"
"2001-07-16";"PFI";"5J";"3.396"
"2001-07-16";"PFI";"10J";"3.744"
"2001-07-16";"GBA";"2J";
"2001-07-16";"GBA";"5J";
"2001-07-16";"GBA";"10J";
"2001-07-16";"GBB";"2J";
"2001-07-16";"GBB";"5J";
"2001-07-16";"GBB";"10J";
"2001-07-16";"GBC";"2J";
"2001-07-16";"GBC";"5J";
"2001-07-16";"GBC";"10J";
"2001-07-16";"IHA";"2J";
"2001-07-16";"IHA";"5J";
"2001-07-16";"IHA";"10J";
"2001-07-16";"IHB";"2J";
"2001-07-16";"IHB";"5J";
"2001-07-16";"IHB";"10J";
"2001-07-17";"CHF";"1J";"3.134"
"2001-07-17";"CHF";"2J";"3.117"
"2001-07-17";"CHF";"3J";"3.12"
"2001-07-17";"CHF";"4J";"3.138"
"2001-07-17";"CHF";"5J";"3.167"
"2001-07-17";"CHF";"6J";"3.204"
"2001-07-17";"CHF";"7J";"3.248"
"2001-07-17";"CHF";"8J";"3.297"
"2001-07-17";"CHF";"9J";"3.349"
"2001-07-17";"CHF";"10J";"3.404"
"2001-07-17";"CHF";"20J";"3.947"
"2001-07-17";"CHF";"30J";"4.344"
"2001-07-17";"EUR";"1J";
"2001-07-17";"EUR";"2J";
"2001-07-17";"EUR";"3J";
"2001-07-17";"EUR";"4J";
"2001-07-17";"EUR";"5J";
"2001-07-17";"EUR";"6J";
"2001-07-17";"EUR";"7J";
"2001-07-17";"EUR";"8J";
"2001-07-17";"EUR";"9J";
"2001-07-17";"EUR";"10J";
"2001-07-17";"EUR";"20J";
"2001-07-17";"EUR";"30J";
"2001-07-17";"KTA";"2J";
"2001-07-17";"KTA";"5J";
"2001-07-17";"KTA";"10J";
"2001-07-17";"KTB";"2J";
"2001-07-17";"KTB";"5J";
"2001-07-17";"KTB";"10J";
"2001-07-17";"PFI";"2J";"3.212"
"2001-07-17";"PFI";"5J";"3.404"
"2001-07-17";"PFI";"10J";"3.766"
"2001-07-17";"GBA";"2J";
"2001-07-17";"GBA";"5J";
"2001-07-17";"GBA";"10J";
"2001-07-17";"GBB";"2J";
"2001-07-17";"GBB";"5J";
"2001-07-17";"GBB";"10J";
"2001-07-17";"GBC";"2J";
"2001-07-17";"GBC";"5J";
"2001-07-17";"GBC";"10J";
"2001-07-17";"IHA";"2J";
"2001-07-17";"IHA";"5J";
"2001-07-17";"IHA";"10J";
"2001-07-17";"IHB";"2J";
"2001-07-17";"IHB";"5J";
"2001-07-17";"IHB";"10J";
"2001-07-18";"CHF";"1J";"3.145"
"2001-07-18";"CHF";"2J";"3.14"
"2001-07-18";"CHF";"3J";"3.149"
"2001-07-18";"CHF";"4J";"3.176"
"2001-07-18";"CHF";"5J";"3.213"
"2001-07-18";"CHF";"6J";"3.256"
"2001-07-18";"CHF";"7J";"3.303"
"2001-07-18";"CHF";"8J";"3.351"
"2001-07-18";"CHF";"9J";"3.4"
"2001-07-18";"CHF";"10J";"3.451"
"2001-07-18";"CHF";"20J";"3.94"
"2001-07-18";"CHF";"30J";"4.351"
"2001-07-18";"EUR";"1J";
"2001-07-18";"EUR";"2J";
"2001-07-18";"EUR";"3J";
"2001-07-18";"EUR";"4J";
"2001-07-18";"EUR";"5J";
"2001-07-18";"EUR";"6J";
"2001-07-18";"EUR";"7J";
"2001-07-18";"EUR";"8J";
"2001-07-18";"EUR";"9J";
"2001-07-18";"EUR";"10J";
"2001-07-18";"EUR";"20J";
"2001-07-18";"EUR";"30J";
"2001-07-18";"KTA";"2J";
"2001-07-18";"KTA";"5J";
"2001-07-18";"KTA";"10J";
"2001-07-18";"KTB";"2J";
"2001-07-18";"KTB";"5J";
"2001-07-18";"KTB";"10J";
"2001-07-18";"PFI";"2J";"3.19"
"2001-07-18";"PFI";"5J";"3.441"
"2001-07-18";"PFI";"10J";"3.791"
"2001-07-18";"GBA";"2J";
"2001-07-18";"GBA";"5J";
"2001-07-18";"GBA";"10J";
"2001-07-18";"GBB";"2J";
"2001-07-18";"GBB";"5J";
"2001-07-18";"GBB";"10J";
"2001-07-18";"GBC";"2J";
"2001-07-18";"GBC";"5J";
"2001-07-18";"GBC";"10J";
"2001-07-18";"IHA";"2J";
"2001-07-18";"IHA";"5J";
"2001-07-18";"IHA";"10J";
"2001-07-18";"IHB";"2J";
"2001-07-18";"IHB";"5J";
"2001-07-18";"IHB";"10J";
"2001-07-19";"CHF";"1J";"3.106"
"2001-07-19";"CHF";"2J";"3.116"
"2001-07-19";"CHF";"3J";"3.133"
"2001-07-19";"CHF";"4J";"3.158"
"2001-07-19";"CHF";"5J";"3.191"
"2001-07-19";"CHF";"6J";"3.23"
"2001-07-19";"CHF";"7J";"3.275"
"2001-07-19";"CHF";"8J";"3.323"
"2001-07-19";"CHF";"9J";"3.375"
"2001-07-19";"CHF";"10J";"3.428"
"2001-07-19";"CHF";"20J";"3.967"
"2001-07-19";"CHF";"30J";"4.381"
"2001-07-19";"EUR";"1J";
"2001-07-19";"EUR";"2J";
"2001-07-19";"EUR";"3J";
"2001-07-19";"EUR";"4J";
"2001-07-19";"EUR";"5J";
"2001-07-19";"EUR";"6J";
"2001-07-19";"EUR";"7J";
"2001-07-19";"EUR";"8J";
"2001-07-19";"EUR";"9J";
"2001-07-19";"EUR";"10J";
"2001-07-19";"EUR";"20J";
"2001-07-19";"EUR";"30J";
"2001-07-19";"KTA";"2J";
"2001-07-19";"KTA";"5J";
"2001-07-19";"KTA";"10J";
"2001-07-19";"KTB";"2J";
"2001-07-19";"KTB";"5J";
"2001-07-19";"KTB";"10J";
"2001-07-19";"PFI";"2J";"3.18"
"2001-07-19";"PFI";"5J";"3.421"
"2001-07-19";"PFI";"10J";"3.792"
"2001-07-19";"GBA";"2J";
"2001-07-19";"GBA";"5J";
"2001-07-19";"GBA";"10J";
"2001-07-19";"GBB";"2J";
"2001-07-19";"GBB";"5J";
"2001-07-19";"GBB";"10J";
"2001-07-19";"GBC";"2J";
"2001-07-19";"GBC";"5J";
"2001-07-19";"GBC";"10J";
"2001-07-19";"IHA";"2J";
"2001-07-19";"IHA";"5J";
"2001-07-19";"IHA";"10J";
"2001-07-19";"IHB";"2J";
"2001-07-19";"IHB";"5J";
"2001-07-19";"IHB";"10J";
"2001-07-20";"CHF";"1J";"3.139"
"2001-07-20";"CHF";"2J";"3.138"
"2001-07-20";"CHF";"3J";"3.148"
"2001-07-20";"CHF";"4J";"3.168"
"2001-07-20";"CHF";"5J";"3.197"
"2001-07-20";"CHF";"6J";"3.234"
"2001-07-20";"CHF";"7J";"3.277"
"2001-07-20";"CHF";"8J";"3.325"
"2001-07-20";"CHF";"9J";"3.377"
"2001-07-20";"CHF";"10J";"3.431"
"2001-07-20";"CHF";"20J";"3.977"
"2001-07-20";"CHF";"30J";"4.373"
"2001-07-20";"EUR";"1J";
"2001-07-20";"EUR";"2J";
"2001-07-20";"EUR";"3J";
"2001-07-20";"EUR";"4J";
"2001-07-20";"EUR";"5J";
"2001-07-20";"EUR";"6J";
"2001-07-20";"EUR";"7J";
"2001-07-20";"EUR";"8J";
"2001-07-20";"EUR";"9J";
"2001-07-20";"EUR";"10J";
"2001-07-20";"EUR";"20J";
"2001-07-20";"EUR";"30J";
"2001-07-20";"KTA";"2J";
"2001-07-20";"KTA";"5J";
"2001-07-20";"KTA";"10J";
"2001-07-20";"KTB";"2J";
"2001-07-20";"KTB";"5J";
"2001-07-20";"KTB";"10J";
"2001-07-20";"PFI";"2J";"3.209"
"2001-07-20";"PFI";"5J";"3.427"
"2001-07-20";"PFI";"10J";"3.794"
"2001-07-20";"GBA";"2J";
"2001-07-20";"GBA";"5J";
"2001-07-20";"GBA";"10J";
"2001-07-20";"GBB";"2J";
"2001-07-20";"GBB";"5J";
"2001-07-20";"GBB";"10J";
"2001-07-20";"GBC";"2J";
"2001-07-20";"GBC";"5J";
"2001-07-20";"GBC";"10J";
"2001-07-20";"IHA";"2J";
"2001-07-20";"IHA";"5J";
"2001-07-20";"IHA";"10J";
"2001-07-20";"IHB";"2J";
"2001-07-20";"IHB";"5J";
"2001-07-20";"IHB";"10J";
"2001-07-23";"CHF";"1J";"3.125"
"2001-07-23";"CHF";"2J";"3.116"
"2001-07-23";"CHF";"3J";"3.123"
"2001-07-23";"CHF";"4J";"3.143"
"2001-07-23";"CHF";"5J";"3.175"
"2001-07-23";"CHF";"6J";"3.216"
"2001-07-23";"CHF";"7J";"3.264"
"2001-07-23";"CHF";"8J";"3.317"
"2001-07-23";"CHF";"9J";"3.374"
"2001-07-23";"CHF";"10J";"3.433"
"2001-07-23";"CHF";"20J";"3.981"
"2001-07-23";"CHF";"30J";"4.327"
"2001-07-23";"EUR";"1J";
"2001-07-23";"EUR";"2J";
"2001-07-23";"EUR";"3J";
"2001-07-23";"EUR";"4J";
"2001-07-23";"EUR";"5J";
"2001-07-23";"EUR";"6J";
"2001-07-23";"EUR";"7J";
"2001-07-23";"EUR";"8J";
"2001-07-23";"EUR";"9J";
"2001-07-23";"EUR";"10J";
"2001-07-23";"EUR";"20J";
"2001-07-23";"EUR";"30J";
"2001-07-23";"KTA";"2J";
"2001-07-23";"KTA";"5J";
"2001-07-23";"KTA";"10J";
"2001-07-23";"KTB";"2J";
"2001-07-23";"KTB";"5J";
"2001-07-23";"KTB";"10J";
"2001-07-23";"PFI";"2J";"3.174"
"2001-07-23";"PFI";"5J";"3.389"
"2001-07-23";"PFI";"10J";"3.799"
"2001-07-23";"GBA";"2J";
"2001-07-23";"GBA";"5J";
"2001-07-23";"GBA";"10J";
"2001-07-23";"GBB";"2J";
"2001-07-23";"GBB";"5J";
"2001-07-23";"GBB";"10J";
"2001-07-23";"GBC";"2J";
"2001-07-23";"GBC";"5J";
"2001-07-23";"GBC";"10J";
"2001-07-23";"IHA";"2J";
"2001-07-23";"IHA";"5J";
"2001-07-23";"IHA";"10J";
"2001-07-23";"IHB";"2J";
"2001-07-23";"IHB";"5J";
"2001-07-23";"IHB";"10J";
"2001-07-24";"CHF";"1J";"3.115"
"2001-07-24";"CHF";"2J";"3.114"
"2001-07-24";"CHF";"3J";"3.125"
"2001-07-24";"CHF";"4J";"3.147"
"2001-07-24";"CHF";"5J";"3.179"
"2001-07-24";"CHF";"6J";"3.219"
"2001-07-24";"CHF";"7J";"3.265"
"2001-07-24";"CHF";"8J";"3.317"
"2001-07-24";"CHF";"9J";"3.372"
"2001-07-24";"CHF";"10J";"3.43"
"2001-07-24";"CHF";"20J";"3.99"
"2001-07-24";"CHF";"30J";"4.374"
"2001-07-24";"EUR";"1J";
"2001-07-24";"EUR";"2J";
"2001-07-24";"EUR";"3J";
"2001-07-24";"EUR";"4J";
"2001-07-24";"EUR";"5J";
"2001-07-24";"EUR";"6J";
"2001-07-24";"EUR";"7J";
"2001-07-24";"EUR";"8J";
"2001-07-24";"EUR";"9J";
"2001-07-24";"EUR";"10J";
"2001-07-24";"EUR";"20J";
"2001-07-24";"EUR";"30J";
"2001-07-24";"KTA";"2J";
"2001-07-24";"KTA";"5J";
"2001-07-24";"KTA";"10J";
"2001-07-24";"KTB";"2J";
"2001-07-24";"KTB";"5J";
"2001-07-24";"KTB";"10J";
"2001-07-24";"PFI";"2J";"3.159"
"2001-07-24";"PFI";"5J";"3.393"
"2001-07-24";"PFI";"10J";"3.789"
"2001-07-24";"GBA";"2J";
"2001-07-24";"GBA";"5J";
"2001-07-24";"GBA";"10J";
"2001-07-24";"GBB";"2J";
"2001-07-24";"GBB";"5J";
"2001-07-24";"GBB";"10J";
"2001-07-24";"GBC";"2J";
"2001-07-24";"GBC";"5J";
"2001-07-24";"GBC";"10J";
"2001-07-24";"IHA";"2J";
"2001-07-24";"IHA";"5J";
"2001-07-24";"IHA";"10J";
"2001-07-24";"IHB";"2J";
"2001-07-24";"IHB";"5J";
"2001-07-24";"IHB";"10J";
"2001-07-25";"CHF";"1J";"3.137"
"2001-07-25";"CHF";"2J";"3.108"
"2001-07-25";"CHF";"3J";"3.107"
"2001-07-25";"CHF";"4J";"3.125"
"2001-07-25";"CHF";"5J";"3.159"
"2001-07-25";"CHF";"6J";"3.204"
"2001-07-25";"CHF";"7J";"3.257"
"2001-07-25";"CHF";"8J";"3.315"
"2001-07-25";"CHF";"9J";"3.376"
"2001-07-25";"CHF";"10J";"3.439"
"2001-07-25";"CHF";"20J";"4.003"
"2001-07-25";"CHF";"30J";"4.356"
"2001-07-25";"EUR";"1J";
"2001-07-25";"EUR";"2J";
"2001-07-25";"EUR";"3J";
"2001-07-25";"EUR";"4J";
"2001-07-25";"EUR";"5J";
"2001-07-25";"EUR";"6J";
"2001-07-25";"EUR";"7J";
"2001-07-25";"EUR";"8J";
"2001-07-25";"EUR";"9J";
"2001-07-25";"EUR";"10J";
"2001-07-25";"EUR";"20J";
"2001-07-25";"EUR";"30J";
"2001-07-25";"KTA";"2J";
"2001-07-25";"KTA";"5J";
"2001-07-25";"KTA";"10J";
"2001-07-25";"KTB";"2J";
"2001-07-25";"KTB";"5J";
"2001-07-25";"KTB";"10J";
"2001-07-25";"PFI";"2J";"3.134"
"2001-07-25";"PFI";"5J";"3.384"
"2001-07-25";"PFI";"10J";"3.771"
"2001-07-25";"GBA";"2J";
"2001-07-25";"GBA";"5J";
"2001-07-25";"GBA";"10J";
"2001-07-25";"GBB";"2J";
"2001-07-25";"GBB";"5J";
"2001-07-25";"GBB";"10J";
"2001-07-25";"GBC";"2J";
"2001-07-25";"GBC";"5J";
"2001-07-25";"GBC";"10J";
"2001-07-25";"IHA";"2J";
"2001-07-25";"IHA";"5J";
"2001-07-25";"IHA";"10J";
"2001-07-25";"IHB";"2J";
"2001-07-25";"IHB";"5J";
"2001-07-25";"IHB";"10J";
"2001-07-26";"CHF";"1J";"3.135"
"2001-07-26";"CHF";"2J";"3.105"
"2001-07-26";"CHF";"3J";"3.103"
"2001-07-26";"CHF";"4J";"3.122"
"2001-07-26";"CHF";"5J";"3.155"
"2001-07-26";"CHF";"6J";"3.2"
"2001-07-26";"CHF";"7J";"3.253"
"2001-07-26";"CHF";"8J";"3.312"
"2001-07-26";"CHF";"9J";"3.373"
"2001-07-26";"CHF";"10J";"3.436"
"2001-07-26";"CHF";"20J";"4.003"
"2001-07-26";"CHF";"30J";"4.357"
"2001-07-26";"EUR";"1J";
"2001-07-26";"EUR";"2J";
"2001-07-26";"EUR";"3J";
"2001-07-26";"EUR";"4J";
"2001-07-26";"EUR";"5J";
"2001-07-26";"EUR";"6J";
"2001-07-26";"EUR";"7J";
"2001-07-26";"EUR";"8J";
"2001-07-26";"EUR";"9J";
"2001-07-26";"EUR";"10J";
"2001-07-26";"EUR";"20J";
"2001-07-26";"EUR";"30J";
"2001-07-26";"KTA";"2J";
"2001-07-26";"KTA";"5J";
"2001-07-26";"KTA";"10J";
"2001-07-26";"KTB";"2J";
"2001-07-26";"KTB";"5J";
"2001-07-26";"KTB";"10J";
"2001-07-26";"PFI";"2J";"3.124"
"2001-07-26";"PFI";"5J";"3.404"
"2001-07-26";"PFI";"10J";"3.782"
"2001-07-26";"GBA";"2J";
"2001-07-26";"GBA";"5J";
"2001-07-26";"GBA";"10J";
"2001-07-26";"GBB";"2J";
"2001-07-26";"GBB";"5J";
"2001-07-26";"GBB";"10J";
"2001-07-26";"GBC";"2J";
"2001-07-26";"GBC";"5J";
"2001-07-26";"GBC";"10J";
"2001-07-26";"IHA";"2J";
"2001-07-26";"IHA";"5J";
"2001-07-26";"IHA";"10J";
"2001-07-26";"IHB";"2J";
"2001-07-26";"IHB";"5J";
"2001-07-26";"IHB";"10J";
"2001-07-27";"CHF";"1J";"3.134"
"2001-07-27";"CHF";"2J";"3.095"
"2001-07-27";"CHF";"3J";"3.086"
"2001-07-27";"CHF";"4J";"3.099"
"2001-07-27";"CHF";"5J";"3.129"
"2001-07-27";"CHF";"6J";"3.171"
"2001-07-27";"CHF";"7J";"3.222"
"2001-07-27";"CHF";"8J";"3.279"
"2001-07-27";"CHF";"9J";"3.34"
"2001-07-27";"CHF";"10J";"3.404"
"2001-07-27";"CHF";"20J";"3.987"
"2001-07-27";"CHF";"30J";"4.359"
"2001-07-27";"EUR";"1J";
"2001-07-27";"EUR";"2J";
"2001-07-27";"EUR";"3J";
"2001-07-27";"EUR";"4J";
"2001-07-27";"EUR";"5J";
"2001-07-27";"EUR";"6J";
"2001-07-27";"EUR";"7J";
"2001-07-27";"EUR";"8J";
"2001-07-27";"EUR";"9J";
"2001-07-27";"EUR";"10J";
"2001-07-27";"EUR";"20J";
"2001-07-27";"EUR";"30J";
"2001-07-27";"KTA";"2J";
"2001-07-27";"KTA";"5J";
"2001-07-27";"KTA";"10J";
"2001-07-27";"KTB";"2J";
"2001-07-27";"KTB";"5J";
"2001-07-27";"KTB";"10J";
"2001-07-27";"PFI";"2J";"3.143"
"2001-07-27";"PFI";"5J";"3.384"
"2001-07-27";"PFI";"10J";"3.769"
"2001-07-27";"GBA";"2J";
"2001-07-27";"GBA";"5J";
"2001-07-27";"GBA";"10J";
"2001-07-27";"GBB";"2J";
"2001-07-27";"GBB";"5J";
"2001-07-27";"GBB";"10J";
"2001-07-27";"GBC";"2J";
"2001-07-27";"GBC";"5J";
"2001-07-27";"GBC";"10J";
"2001-07-27";"IHA";"2J";
"2001-07-27";"IHA";"5J";
"2001-07-27";"IHA";"10J";
"2001-07-27";"IHB";"2J";
"2001-07-27";"IHB";"5J";
"2001-07-27";"IHB";"10J";
"2001-07-30";"CHF";"1J";"3.139"
"2001-07-30";"CHF";"2J";"3.054"
"2001-07-30";"CHF";"3J";"3.024"
"2001-07-30";"CHF";"4J";"3.032"
"2001-07-30";"CHF";"5J";"3.066"
"2001-07-30";"CHF";"6J";"3.118"
"2001-07-30";"CHF";"7J";"3.181"
"2001-07-30";"CHF";"8J";"3.251"
"2001-07-30";"CHF";"9J";"3.324"
"2001-07-30";"CHF";"10J";"3.398"
"2001-07-30";"CHF";"20J";"3.987"
"2001-07-30";"CHF";"30J";"4.294"
"2001-07-30";"EUR";"1J";
"2001-07-30";"EUR";"2J";
"2001-07-30";"EUR";"3J";
"2001-07-30";"EUR";"4J";
"2001-07-30";"EUR";"5J";
"2001-07-30";"EUR";"6J";
"2001-07-30";"EUR";"7J";
"2001-07-30";"EUR";"8J";
"2001-07-30";"EUR";"9J";
"2001-07-30";"EUR";"10J";
"2001-07-30";"EUR";"20J";
"2001-07-30";"EUR";"30J";
"2001-07-30";"KTA";"2J";
"2001-07-30";"KTA";"5J";
"2001-07-30";"KTA";"10J";
"2001-07-30";"KTB";"2J";
"2001-07-30";"KTB";"5J";
"2001-07-30";"KTB";"10J";
"2001-07-30";"PFI";"2J";"3.075"
"2001-07-30";"PFI";"5J";"3.353"
"2001-07-30";"PFI";"10J";"3.753"
"2001-07-30";"GBA";"2J";
"2001-07-30";"GBA";"5J";
"2001-07-30";"GBA";"10J";
"2001-07-30";"GBB";"2J";
"2001-07-30";"GBB";"5J";
"2001-07-30";"GBB";"10J";
"2001-07-30";"GBC";"2J";
"2001-07-30";"GBC";"5J";
"2001-07-30";"GBC";"10J";
"2001-07-30";"IHA";"2J";
"2001-07-30";"IHA";"5J";
"2001-07-30";"IHA";"10J";
"2001-07-30";"IHB";"2J";
"2001-07-30";"IHB";"5J";
"2001-07-30";"IHB";"10J";
"2001-07-31";"CHF";"1J";"3.098"
"2001-07-31";"CHF";"2J";"3.045"
"2001-07-31";"CHF";"3J";"3.027"
"2001-07-31";"CHF";"4J";"3.037"
"2001-07-31";"CHF";"5J";"3.067"
"2001-07-31";"CHF";"6J";"3.111"
"2001-07-31";"CHF";"7J";"3.165"
"2001-07-31";"CHF";"8J";"3.225"
"2001-07-31";"CHF";"9J";"3.29"
"2001-07-31";"CHF";"10J";"3.357"
"2001-07-31";"CHF";"20J";"3.954"
"2001-07-31";"CHF";"30J";"4.314"
"2001-07-31";"EUR";"1J";
"2001-07-31";"EUR";"2J";
"2001-07-31";"EUR";"3J";
"2001-07-31";"EUR";"4J";
"2001-07-31";"EUR";"5J";
"2001-07-31";"EUR";"6J";
"2001-07-31";"EUR";"7J";
"2001-07-31";"EUR";"8J";
"2001-07-31";"EUR";"9J";
"2001-07-31";"EUR";"10J";
"2001-07-31";"EUR";"20J";
"2001-07-31";"EUR";"30J";
"2001-07-31";"KTA";"2J";
"2001-07-31";"KTA";"5J";
"2001-07-31";"KTA";"10J";
"2001-07-31";"KTB";"2J";
"2001-07-31";"KTB";"5J";
"2001-07-31";"KTB";"10J";
"2001-07-31";"PFI";"2J";"3.048"
"2001-07-31";"PFI";"5J";"3.329"
"2001-07-31";"PFI";"10J";"3.74"
"2001-07-31";"GBA";"2J";
"2001-07-31";"GBA";"5J";
"2001-07-31";"GBA";"10J";
"2001-07-31";"GBB";"2J";
"2001-07-31";"GBB";"5J";
"2001-07-31";"GBB";"10J";
"2001-07-31";"GBC";"2J";
"2001-07-31";"GBC";"5J";
"2001-07-31";"GBC";"10J";
"2001-07-31";"IHA";"2J";
"2001-07-31";"IHA";"5J";
"2001-07-31";"IHA";"10J";
"2001-07-31";"IHB";"2J";
"2001-07-31";"IHB";"5J";
"2001-07-31";"IHB";"10J";
"2001-08-01";"CHF";"1J";
"2001-08-01";"CHF";"2J";
"2001-08-01";"CHF";"3J";
"2001-08-01";"CHF";"4J";
"2001-08-01";"CHF";"5J";
"2001-08-01";"CHF";"6J";
"2001-08-01";"CHF";"7J";
"2001-08-01";"CHF";"8J";
"2001-08-01";"CHF";"9J";
"2001-08-01";"CHF";"10J";
"2001-08-01";"CHF";"20J";
"2001-08-01";"CHF";"30J";
"2001-08-01";"EUR";"1J";
"2001-08-01";"EUR";"2J";
"2001-08-01";"EUR";"3J";
"2001-08-01";"EUR";"4J";
"2001-08-01";"EUR";"5J";
"2001-08-01";"EUR";"6J";
"2001-08-01";"EUR";"7J";
"2001-08-01";"EUR";"8J";
"2001-08-01";"EUR";"9J";
"2001-08-01";"EUR";"10J";
"2001-08-01";"EUR";"20J";
"2001-08-01";"EUR";"30J";
"2001-08-01";"KTA";"2J";
"2001-08-01";"KTA";"5J";
"2001-08-01";"KTA";"10J";
"2001-08-01";"KTB";"2J";
"2001-08-01";"KTB";"5J";
"2001-08-01";"KTB";"10J";
"2001-08-01";"PFI";"2J";
"2001-08-01";"PFI";"5J";
"2001-08-01";"PFI";"10J";
"2001-08-01";"GBA";"2J";
"2001-08-01";"GBA";"5J";
"2001-08-01";"GBA";"10J";
"2001-08-01";"GBB";"2J";
"2001-08-01";"GBB";"5J";
"2001-08-01";"GBB";"10J";
"2001-08-01";"GBC";"2J";
"2001-08-01";"GBC";"5J";
"2001-08-01";"GBC";"10J";
"2001-08-01";"IHA";"2J";
"2001-08-01";"IHA";"5J";
"2001-08-01";"IHA";"10J";
"2001-08-01";"IHB";"2J";
"2001-08-01";"IHB";"5J";
"2001-08-01";"IHB";"10J";
"2001-08-02";"CHF";"1J";"3.106"
"2001-08-02";"CHF";"2J";"3.046"
"2001-08-02";"CHF";"3J";"3.027"
"2001-08-02";"CHF";"4J";"3.037"
"2001-08-02";"CHF";"5J";"3.069"
"2001-08-02";"CHF";"6J";"3.116"
"2001-08-02";"CHF";"7J";"3.173"
